record_id,source,literacy_band,pool_size,rank,precision_at_1,recall_at_5,recall_at_10,reciprocal_rank
medmcqa_29182,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_16628,medmcqa,medium,4264,50,0,0,0,0.02
medmcqa_29896,medmcqa,medium,4264,1,1,1,1,1.0
medqa_8976,medqa,medium,4264,1,1,1,1,1.0
medmcqa_25751,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_17041,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_27844,medmcqa,medium,4264,2,0,1,1,0.5
mirage_37499,mirage,medium,4264,1,1,1,1,1.0
medqa_2096,medqa,medium,4264,3,0,1,1,0.3333333333333333
medqa_11354,medqa,medium,4264,9,0,0,1,0.1111111111111111
medmcqa_26649,medmcqa,medium,4264,1,1,1,1,1.0
mirage_32103,mirage,medium,4264,1,1,1,1,1.0
medmcqa_25949,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_14218,medmcqa,medium,4264,1,1,1,1,1.0
mirage_31755,mirage,medium,4264,1,1,1,1,1.0
medqa_3914,medqa,medium,4264,1,1,1,1,1.0
medmcqa_25262,medmcqa,medium,4264,7,0,0,1,0.14285714285714285
medmcqa_18514,medmcqa,medium,4264,4,0,1,1,0.25
medqa_577,medqa,medium,4264,1,1,1,1,1.0
medmcqa_18229,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_18767,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_28556,medmcqa,medium,4264,2,0,1,1,0.5
medmcqa_17676,medmcqa,medium,4264,1,1,1,1,1.0
medqa_3135,medqa,medium,4264,1,1,1,1,1.0
medqa_2082,medqa,medium,4264,1,1,1,1,1.0
mirage_31531,mirage,medium,4264,2,0,1,1,0.5
medqa_10458,medqa,medium,4264,1,1,1,1,1.0
medmcqa_18504,medmcqa,medium,4264,1,1,1,1,1.0
medqa_762,medqa,medium,4264,2,0,1,1,0.5
medmcqa_25587,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_23610,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_28629,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_18896,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_11903,medmcqa,medium,4264,1,1,1,1,1.0
mirage_36817,mirage,medium,4264,1,1,1,1,1.0
mirage_37221,mirage,medium,4264,1,1,1,1,1.0
medqa_5139,medqa,medium,4264,1,1,1,1,1.0
medmcqa_18323,medmcqa,medium,4264,1,1,1,1,1.0
medqa_2623,medqa,medium,4264,1,1,1,1,1.0
mirage_34085,mirage,medium,4264,1,1,1,1,1.0
medmcqa_26811,medmcqa,medium,4264,1,1,1,1,1.0
medqa_5196,medqa,medium,4264,1,1,1,1,1.0
medqa_1822,medqa,medium,4264,1,1,1,1,1.0
medmcqa_30228,medmcqa,medium,4264,12,0,0,0,0.08333333333333333
medqa_9912,medqa,medium,4264,2,0,1,1,0.5
medqa_5155,medqa,medium,4264,1,1,1,1,1.0
mirage_31508,mirage,medium,4264,1,1,1,1,1.0
mirage_33568,mirage,medium,4264,1,1,1,1,1.0
medmcqa_30826,medmcqa,medium,4264,1,1,1,1,1.0
medqa_4871,medqa,medium,4264,1,1,1,1,1.0
medqa_1632,medqa,medium,4264,1,1,1,1,1.0
medmcqa_17089,medmcqa,medium,4264,1,1,1,1,1.0
medqa_5575,medqa,medium,4264,2,0,1,1,0.5
medqa_10158,medqa,medium,4264,1,1,1,1,1.0
medmcqa_17481,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_24957,medmcqa,medium,4264,40,0,0,0,0.025
medqa_7536,medqa,medium,4264,2,0,1,1,0.5
medmcqa_23464,medmcqa,medium,4264,1,1,1,1,1.0
medqa_3228,medqa,medium,4264,1,1,1,1,1.0
medqa_10658,medqa,medium,4264,1,1,1,1,1.0
medqa_6726,medqa,medium,4264,1,1,1,1,1.0
medmcqa_29730,medmcqa,medium,4264,1,1,1,1,1.0
medqa_8885,medqa,medium,4264,1,1,1,1,1.0
medqa_6659,medqa,medium,4264,60,0,0,0,0.016666666666666666
medmcqa_21301,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_26975,medmcqa,medium,4264,1,1,1,1,1.0
medqa_7125,medqa,medium,4264,1,1,1,1,1.0
medqa_10103,medqa,medium,4264,9,0,0,1,0.1111111111111111
medmcqa_30850,medmcqa,medium,4264,1,1,1,1,1.0
medqa_9320,medqa,medium,4264,2,0,1,1,0.5
medqa_6320,medqa,medium,4264,1,1,1,1,1.0
medqa_9206,medqa,medium,4264,1,1,1,1,1.0
medmcqa_27609,medmcqa,medium,4264,1,1,1,1,1.0
medqa_611,medqa,medium,4264,1,1,1,1,1.0
medmcqa_29731,medmcqa,medium,4264,1,1,1,1,1.0
medqa_8266,medqa,medium,4264,1,1,1,1,1.0
medqa_8897,medqa,medium,4264,1,1,1,1,1.0
medqa_3410,medqa,medium,4264,26,0,0,0,0.038461538461538464
medmcqa_24192,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_18117,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_13895,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_26749,medmcqa,medium,4264,3,0,1,1,0.3333333333333333
medqa_7869,medqa,medium,4264,1,1,1,1,1.0
medqa_11057,medqa,medium,4264,1,1,1,1,1.0
medmcqa_25260,medmcqa,medium,4264,3,0,1,1,0.3333333333333333
medmcqa_24049,medmcqa,medium,4264,1,1,1,1,1.0
medqa_7095,medqa,medium,4264,11,0,0,0,0.09090909090909091
medqa_3282,medqa,medium,4264,1,1,1,1,1.0
mirage_35847,mirage,medium,4264,1,1,1,1,1.0
mirage_31430,mirage,medium,4264,3,0,1,1,0.3333333333333333
medmcqa_27728,medmcqa,medium,4264,2,0,1,1,0.5
medqa_4130,medqa,medium,4264,2,0,1,1,0.5
medqa_8120,medqa,medium,4264,1,1,1,1,1.0
medmcqa_11703,medmcqa,medium,4264,1,1,1,1,1.0
medqa_10261,medqa,medium,4264,131,0,0,0,0.007633587786259542
mirage_35586,mirage,medium,4264,1,1,1,1,1.0
medmcqa_17075,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_23787,medmcqa,medium,4264,1,1,1,1,1.0
medqa_7929,medqa,medium,4264,1,1,1,1,1.0
medmcqa_15498,medmcqa,medium,4264,1,1,1,1,1.0
mirage_32635,mirage,medium,4264,1,1,1,1,1.0
medqa_6441,medqa,medium,4264,3,0,1,1,0.3333333333333333
medqa_319,medqa,medium,4264,1,1,1,1,1.0
mirage_31085,mirage,medium,4264,3,0,1,1,0.3333333333333333
medmcqa_13035,medmcqa,medium,4264,568,0,0,0,0.0017605633802816902
medqa_11430,medqa,medium,4264,1,1,1,1,1.0
medqa_935,medqa,medium,4264,1,1,1,1,1.0
medmcqa_18443,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_30158,medmcqa,medium,4264,1,1,1,1,1.0
medqa_958,medqa,medium,4264,26,0,0,0,0.038461538461538464
medmcqa_17087,medmcqa,medium,4264,1,1,1,1,1.0
mirage_36419,mirage,medium,4264,1,1,1,1,1.0
medmcqa_11993,medmcqa,medium,4264,1,1,1,1,1.0
mirage_37054,mirage,medium,4264,1,1,1,1,1.0
medqa_4992,medqa,medium,4264,210,0,0,0,0.004761904761904762
medmcqa_15875,medmcqa,medium,4264,1,1,1,1,1.0
medqa_6565,medqa,medium,4264,7,0,0,1,0.14285714285714285
medqa_10356,medqa,medium,4264,18,0,0,0,0.05555555555555555
medqa_10268,medqa,medium,4264,1,1,1,1,1.0
mirage_36884,mirage,medium,4264,1,1,1,1,1.0
medqa_11349,medqa,medium,4264,224,0,0,0,0.004464285714285714
medqa_6960,medqa,medium,4264,1,1,1,1,1.0
medqa_3037,medqa,medium,4264,1,1,1,1,1.0
medmcqa_19230,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_26035,medmcqa,medium,4264,1,1,1,1,1.0
mirage_31218,mirage,medium,4264,1,1,1,1,1.0
medmcqa_12782,medmcqa,medium,4264,1,1,1,1,1.0
medqa_9205,medqa,medium,4264,1,1,1,1,1.0
medmcqa_27666,medmcqa,medium,4264,1,1,1,1,1.0
mirage_34027,mirage,medium,4264,1,1,1,1,1.0
medqa_8007,medqa,medium,4264,3,0,1,1,0.3333333333333333
medmcqa_28461,medmcqa,medium,4264,2,0,1,1,0.5
medmcqa_21436,medmcqa,medium,4264,15,0,0,0,0.06666666666666667
medmcqa_19968,medmcqa,medium,4264,1,1,1,1,1.0
mirage_38250,mirage,medium,4264,1,1,1,1,1.0
medqa_3775,medqa,medium,4264,2,0,1,1,0.5
mirage_38190,mirage,medium,4264,1,1,1,1,1.0
medmcqa_19755,medmcqa,medium,4264,1,1,1,1,1.0
medqa_11100,medqa,medium,4264,5,0,1,1,0.2
medmcqa_23925,medmcqa,medium,4264,1,1,1,1,1.0
mirage_31792,mirage,medium,4264,1,1,1,1,1.0
medqa_7313,medqa,medium,4264,5,0,1,1,0.2
medmcqa_17127,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_16298,medmcqa,medium,4264,6,0,0,1,0.16666666666666666
medqa_4284,medqa,medium,4264,1,1,1,1,1.0
mirage_34863,mirage,medium,4264,1,1,1,1,1.0
medmcqa_28214,medmcqa,medium,4264,1,1,1,1,1.0
medqa_10935,medqa,medium,4264,1,1,1,1,1.0
medmcqa_19345,medmcqa,medium,4264,1,1,1,1,1.0
mirage_38235,mirage,medium,4264,2,0,1,1,0.5
medmcqa_30778,medmcqa,medium,4264,3,0,1,1,0.3333333333333333
medqa_3875,medqa,medium,4264,1,1,1,1,1.0
medmcqa_31015,medmcqa,medium,4264,270,0,0,0,0.003703703703703704
medqa_7907,medqa,medium,4264,1,1,1,1,1.0
mirage_37293,mirage,medium,4264,1,1,1,1,1.0
medqa_3295,medqa,medium,4264,1,1,1,1,1.0
medqa_5994,medqa,medium,4264,1,1,1,1,1.0
medmcqa_21273,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_16048,medmcqa,medium,4264,1,1,1,1,1.0
medmcqa_15176,medmcqa,medium,4264,176,0,0,0,0.005681818181818182
medmcqa_25542,medmcqa,medium,4264,1,1,1,1,1.0
medqa_3859,medqa,high,4264,1,1,1,1,1.0
medmcqa_29264,medmcqa,high,4264,1,1,1,1,1.0
mirage_34795,mirage,high,4264,1,1,1,1,1.0
medqa_10059,medqa,high,4264,9,0,0,1,0.1111111111111111
medqa_7091,medqa,high,4264,1,1,1,1,1.0
mirage_38701,mirage,high,4264,1,1,1,1,1.0
medqa_8255,medqa,high,4264,32,0,0,0,0.03125
medmcqa_11810,medmcqa,high,4264,265,0,0,0,0.0037735849056603774
medmcqa_19855,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_26100,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_18300,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_31173,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_22765,medmcqa,high,4264,1672,0,0,0,0.0005980861244019139
medmcqa_20578,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_12526,medmcqa,high,4264,1,1,1,1,1.0
mirage_35442,mirage,high,4264,1,1,1,1,1.0
medmcqa_25110,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_26954,medmcqa,high,4264,1,1,1,1,1.0
medqa_7604,medqa,high,4264,7,0,0,1,0.14285714285714285
medmcqa_28065,medmcqa,high,4264,1,1,1,1,1.0
medqa_7871,medqa,high,4264,1,1,1,1,1.0
medmcqa_23407,medmcqa,high,4264,16,0,0,0,0.0625
mirage_34374,mirage,high,4264,2,0,1,1,0.5
medqa_3195,medqa,high,4264,33,0,0,0,0.030303030303030304
medmcqa_27632,medmcqa,high,4264,3,0,1,1,0.3333333333333333
medqa_1697,medqa,high,4264,1,1,1,1,1.0
mirage_33702,mirage,high,4264,8,0,0,1,0.125
medmcqa_24307,medmcqa,high,4264,1,1,1,1,1.0
mirage_32105,mirage,high,4264,2,0,1,1,0.5
mirage_33866,mirage,high,4264,1,1,1,1,1.0
medqa_5182,medqa,high,4264,1,1,1,1,1.0
medmcqa_29458,medmcqa,high,4264,1,1,1,1,1.0
medqa_4571,medqa,high,4264,1,1,1,1,1.0
medqa_1042,medqa,high,4264,6,0,0,1,0.16666666666666666
medmcqa_22848,medmcqa,high,4264,22,0,0,0,0.045454545454545456
medqa_8325,medqa,high,4264,1,1,1,1,1.0
mirage_36106,mirage,high,4264,1,1,1,1,1.0
medmcqa_18938,medmcqa,high,4264,1,1,1,1,1.0
medqa_2264,medqa,high,4264,2,0,1,1,0.5
medmcqa_15436,medmcqa,high,4264,1,1,1,1,1.0
medqa_9645,medqa,high,4264,1,1,1,1,1.0
medmcqa_19194,medmcqa,high,4264,2,0,1,1,0.5
medqa_8052,medqa,high,4264,18,0,0,0,0.05555555555555555
mirage_34610,mirage,high,4264,1,1,1,1,1.0
medmcqa_29765,medmcqa,high,4264,19,0,0,0,0.05263157894736842
medqa_7889,medqa,high,4264,1,1,1,1,1.0
medqa_702,medqa,high,4264,1,1,1,1,1.0
medmcqa_22607,medmcqa,high,4264,1,1,1,1,1.0
mirage_35245,mirage,high,4264,1,1,1,1,1.0
medqa_2574,medqa,high,4264,1,1,1,1,1.0
medqa_6591,medqa,high,4264,3,0,1,1,0.3333333333333333
medmcqa_26032,medmcqa,high,4264,1,1,1,1,1.0
medqa_11241,medqa,high,4264,1,1,1,1,1.0
medmcqa_25649,medmcqa,high,4264,2,0,1,1,0.5
medqa_828,medqa,high,4264,41,0,0,0,0.024390243902439025
medmcqa_25863,medmcqa,high,4264,1,1,1,1,1.0
medqa_3157,medqa,high,4264,1,1,1,1,1.0
medmcqa_25574,medmcqa,high,4264,22,0,0,0,0.045454545454545456
medqa_9240,medqa,high,4264,1,1,1,1,1.0
medmcqa_26101,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_11902,medmcqa,high,4264,2,0,1,1,0.5
mirage_32461,mirage,high,4264,1,1,1,1,1.0
medmcqa_28593,medmcqa,high,4264,3,0,1,1,0.3333333333333333
medmcqa_27430,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_18669,medmcqa,high,4264,1,1,1,1,1.0
medqa_9423,medqa,high,4264,60,0,0,0,0.016666666666666666
medqa_2661,medqa,high,4264,1,1,1,1,1.0
mirage_33340,mirage,high,4264,1,1,1,1,1.0
plaba_38691,plaba,high,4264,102,0,0,0,0.00980392156862745
medqa_11092,medqa,high,4264,4,0,1,1,0.25
medmcqa_16089,medmcqa,high,4264,1,1,1,1,1.0
mirage_38599,mirage,high,4264,1,1,1,1,1.0
medqa_5698,medqa,high,4264,2,0,1,1,0.5
medmcqa_30089,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_30415,medmcqa,high,4264,1,1,1,1,1.0
mirage_34478,mirage,high,4264,1,1,1,1,1.0
medqa_3804,medqa,high,4264,3,0,1,1,0.3333333333333333
medmcqa_31368,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_28842,medmcqa,high,4264,4,0,1,1,0.25
medqa_5026,medqa,high,4264,1,1,1,1,1.0
medmcqa_13297,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_25141,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_16624,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_18951,medmcqa,high,4264,1,1,1,1,1.0
medqa_668,medqa,high,4264,6,0,0,1,0.16666666666666666
medmcqa_15446,medmcqa,high,4264,1,1,1,1,1.0
mirage_38587,mirage,high,4264,1,1,1,1,1.0
medmcqa_25856,medmcqa,high,4264,1,1,1,1,1.0
medqa_5414,medqa,high,4264,1,1,1,1,1.0
medqa_8979,medqa,high,4264,1,1,1,1,1.0
medmcqa_14971,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_18203,medmcqa,high,4264,20,0,0,0,0.05
mirage_35949,mirage,high,4264,1,1,1,1,1.0
mirage_32290,mirage,high,4264,2,0,1,1,0.5
medqa_2552,medqa,high,4264,1,1,1,1,1.0
medqa_3516,medqa,high,4264,1,1,1,1,1.0
mirage_37027,mirage,high,4264,1,1,1,1,1.0
medqa_1191,medqa,high,4264,1,1,1,1,1.0
medqa_3189,medqa,high,4264,4,0,1,1,0.25
medqa_9939,medqa,high,4264,1,1,1,1,1.0
medqa_5925,medqa,high,4264,226,0,0,0,0.004424778761061947
medmcqa_20900,medmcqa,high,4264,1,1,1,1,1.0
medqa_10619,medqa,high,4264,1,1,1,1,1.0
mirage_32817,mirage,high,4264,1,1,1,1,1.0
medqa_1695,medqa,high,4264,29,0,0,0,0.034482758620689655
mirage_36969,mirage,high,4264,1,1,1,1,1.0
medmcqa_26606,medmcqa,high,4264,1,1,1,1,1.0
mirage_32718,mirage,high,4264,1,1,1,1,1.0
mirage_37294,mirage,high,4264,1,1,1,1,1.0
pubmedqa_40393,pubmedqa,high,4264,6,0,0,1,0.16666666666666666
mirage_35366,mirage,high,4264,2,0,1,1,0.5
medmcqa_25636,medmcqa,high,4264,1,1,1,1,1.0
mirage_36258,mirage,high,4264,1,1,1,1,1.0
medmcqa_21796,medmcqa,high,4264,1,1,1,1,1.0
medqa_9554,medqa,high,4264,1,1,1,1,1.0
medqa_11019,medqa,high,4264,2,0,1,1,0.5
medmcqa_29146,medmcqa,high,4264,3,0,1,1,0.3333333333333333
mirage_36471,mirage,high,4264,1,1,1,1,1.0
medmcqa_28496,medmcqa,high,4264,2,0,1,1,0.5
medqa_10228,medqa,high,4264,2,0,1,1,0.5
medqa_8055,medqa,high,4264,76,0,0,0,0.013157894736842105
medqa_9451,medqa,high,4264,1,1,1,1,1.0
medqa_5467,medqa,high,4264,1,1,1,1,1.0
mirage_36231,mirage,high,4264,1,1,1,1,1.0
medmcqa_16166,medmcqa,high,4264,1,1,1,1,1.0
medqa_1899,medqa,high,4264,16,0,0,0,0.0625
medmcqa_27628,medmcqa,high,4264,179,0,0,0,0.00558659217877095
medqa_10839,medqa,high,4264,1,1,1,1,1.0
medqa_2176,medqa,high,4264,4,0,1,1,0.25
medqa_7176,medqa,high,4264,1,1,1,1,1.0
medqa_5940,medqa,high,4264,1,1,1,1,1.0
medmcqa_22186,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_27812,medmcqa,high,4264,2,0,1,1,0.5
medmcqa_21965,medmcqa,high,4264,1,1,1,1,1.0
medqa_8393,medqa,high,4264,1,1,1,1,1.0
medqa_833,medqa,high,4264,1,1,1,1,1.0
plaba_38786,plaba,high,4264,1589,0,0,0,0.0006293266205160479
medqa_11258,medqa,high,4264,2,0,1,1,0.5
mirage_33631,mirage,high,4264,3,0,1,1,0.3333333333333333
medqa_546,medqa,high,4264,1,1,1,1,1.0
medqa_11154,medqa,high,4264,1,1,1,1,1.0
medmcqa_13369,medmcqa,high,4264,3,0,1,1,0.3333333333333333
medqa_4478,medqa,high,4264,1,1,1,1,1.0
medmcqa_24514,medmcqa,high,4264,21,0,0,0,0.047619047619047616
mirage_34654,mirage,high,4264,1,1,1,1,1.0
medqa_6282,medqa,high,4264,1,1,1,1,1.0
mirage_33986,mirage,high,4264,1,1,1,1,1.0
medmcqa_29702,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_17403,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_24670,medmcqa,high,4264,1,1,1,1,1.0
medqa_6829,medqa,high,4264,19,0,0,0,0.05263157894736842
medqa_8418,medqa,high,4264,1,1,1,1,1.0
mirage_32757,mirage,high,4264,1,1,1,1,1.0
medqa_8945,medqa,high,4264,1,1,1,1,1.0
medmcqa_17505,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_22317,medmcqa,high,4264,1,1,1,1,1.0
pubmedqa_40400,pubmedqa,high,4264,169,0,0,0,0.005917159763313609
medqa_230,medqa,high,4264,2,0,1,1,0.5
medmcqa_23591,medmcqa,high,4264,1,1,1,1,1.0
medqa_6521,medqa,high,4264,1,1,1,1,1.0
medqa_2751,medqa,high,4264,1,1,1,1,1.0
medmcqa_22621,medmcqa,high,4264,2,0,1,1,0.5
medmcqa_18578,medmcqa,high,4264,1,1,1,1,1.0
mirage_36154,mirage,high,4264,1,1,1,1,1.0
medmcqa_19539,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_27671,medmcqa,high,4264,5,0,1,1,0.2
medqa_2182,medqa,high,4264,1,1,1,1,1.0
medqa_3033,medqa,high,4264,5,0,1,1,0.2
medqa_6597,medqa,high,4264,1,1,1,1,1.0
medqa_3915,medqa,high,4264,1,1,1,1,1.0
medmcqa_17349,medmcqa,high,4264,1,1,1,1,1.0
medqa_8533,medqa,high,4264,1,1,1,1,1.0
medqa_9605,medqa,high,4264,2,0,1,1,0.5
medqa_10692,medqa,high,4264,1,1,1,1,1.0
medmcqa_30065,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_15821,medmcqa,high,4264,1,1,1,1,1.0
pubmedqa_40290,pubmedqa,high,4264,627,0,0,0,0.001594896331738437
medmcqa_21231,medmcqa,high,4264,1,1,1,1,1.0
medqa_444,medqa,high,4264,1,1,1,1,1.0
mirage_31369,mirage,high,4264,1,1,1,1,1.0
medqa_5317,medqa,high,4264,7,0,0,1,0.14285714285714285
medqa_5061,medqa,high,4264,1,1,1,1,1.0
medmcqa_17184,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_23468,medmcqa,high,4264,1,1,1,1,1.0
medqa_5739,medqa,high,4264,15,0,0,0,0.06666666666666667
mirage_36202,mirage,high,4264,1,1,1,1,1.0
medmcqa_25920,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_29010,medmcqa,high,4264,1,1,1,1,1.0
medqa_1691,medqa,high,4264,4,0,1,1,0.25
medmcqa_28686,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_17556,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_29785,medmcqa,high,4264,2,0,1,1,0.5
mirage_34385,mirage,high,4264,1,1,1,1,1.0
medmcqa_29563,medmcqa,high,4264,1,1,1,1,1.0
medqa_1221,medqa,high,4264,1,1,1,1,1.0
medqa_490,medqa,high,4264,4,0,1,1,0.25
medqa_7395,medqa,high,4264,2,0,1,1,0.5
medmcqa_19996,medmcqa,high,4264,1,1,1,1,1.0
medqa_5355,medqa,high,4264,1,1,1,1,1.0
medqa_6569,medqa,high,4264,1,1,1,1,1.0
mirage_32462,mirage,high,4264,1,1,1,1,1.0
medqa_9599,medqa,high,4264,1,1,1,1,1.0
medqa_6750,medqa,high,4264,4,0,1,1,0.25
medqa_5602,medqa,high,4264,1,1,1,1,1.0
medmcqa_17909,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_20206,medmcqa,high,4264,13,0,0,0,0.07692307692307693
medmcqa_24790,medmcqa,high,4264,1,1,1,1,1.0
plaba_38632,plaba,high,4264,1364,0,0,0,0.0007331378299120235
medmcqa_13410,medmcqa,high,4264,1,1,1,1,1.0
mirage_31956,mirage,high,4264,1,1,1,1,1.0
mirage_34304,mirage,high,4264,1,1,1,1,1.0
medqa_9840,medqa,high,4264,2,0,1,1,0.5
medqa_6806,medqa,high,4264,1,1,1,1,1.0
medmcqa_29261,medmcqa,high,4264,2,0,1,1,0.5
medmcqa_28010,medmcqa,high,4264,1,1,1,1,1.0
medqa_235,medqa,high,4264,1,1,1,1,1.0
medqa_2081,medqa,high,4264,5,0,1,1,0.2
medqa_7881,medqa,high,4264,3,0,1,1,0.3333333333333333
medmcqa_19769,medmcqa,high,4264,211,0,0,0,0.004739336492890996
medmcqa_20269,medmcqa,high,4264,3,0,1,1,0.3333333333333333
medmcqa_31162,medmcqa,high,4264,16,0,0,0,0.0625
medmcqa_23919,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_20224,medmcqa,high,4264,45,0,0,0,0.022222222222222223
medqa_993,medqa,high,4264,1,1,1,1,1.0
medmcqa_19798,medmcqa,high,4264,1,1,1,1,1.0
medqa_1237,medqa,high,4264,13,0,0,0,0.07692307692307693
medqa_7827,medqa,high,4264,1,1,1,1,1.0
medmcqa_13015,medmcqa,high,4264,2,0,1,1,0.5
medmcqa_16485,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_22222,medmcqa,high,4264,1,1,1,1,1.0
medqa_6526,medqa,high,4264,319,0,0,0,0.003134796238244514
medmcqa_15319,medmcqa,high,4264,1,1,1,1,1.0
mirage_31925,mirage,high,4264,29,0,0,0,0.034482758620689655
medqa_10629,medqa,high,4264,1,1,1,1,1.0
medqa_1648,medqa,high,4264,1,1,1,1,1.0
medqa_11059,medqa,high,4264,1,1,1,1,1.0
medmcqa_20464,medmcqa,high,4264,1,1,1,1,1.0
mirage_36012,mirage,high,4264,58,0,0,0,0.017241379310344827
medmcqa_19483,medmcqa,high,4264,1,1,1,1,1.0
medqa_8866,medqa,high,4264,1,1,1,1,1.0
medqa_8061,medqa,high,4264,1,1,1,1,1.0
pubmedqa_40301,pubmedqa,high,4264,2,0,1,1,0.5
medmcqa_21935,medmcqa,high,4264,1,1,1,1,1.0
medqa_9902,medqa,high,4264,1,1,1,1,1.0
medqa_6377,medqa,high,4264,1,1,1,1,1.0
medmcqa_12352,medmcqa,high,4264,1,1,1,1,1.0
medqa_7438,medqa,high,4264,1,1,1,1,1.0
medqa_295,medqa,high,4264,1,1,1,1,1.0
medqa_2419,medqa,high,4264,1,1,1,1,1.0
medmcqa_17320,medmcqa,high,4264,1,1,1,1,1.0
medqa_10002,medqa,high,4264,2,0,1,1,0.5
mirage_36615,mirage,high,4264,1,1,1,1,1.0
mirage_33598,mirage,high,4264,1,1,1,1,1.0
medmcqa_22705,medmcqa,high,4264,2,0,1,1,0.5
medqa_1921,medqa,high,4264,1,1,1,1,1.0
medmcqa_18724,medmcqa,high,4264,1,1,1,1,1.0
mirage_36786,mirage,high,4264,1,1,1,1,1.0
plaba_39165,plaba,high,4264,96,0,0,0,0.010416666666666666
medmcqa_27886,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_16910,medmcqa,high,4264,1,1,1,1,1.0
medmcqa_26684,medmcqa,high,4264,1,1,1,1,1.0
pubmedqa_39947,pubmedqa,high,4264,10,0,0,1,0.1
medmcqa_20789,medmcqa,high,4264,13,0,0,0,0.07692307692307693
mirage_32120,mirage,high,4264,14,0,0,0,0.07142857142857142
mirage_31331,mirage,high,4264,2,0,1,1,0.5
medqa_4542,medqa,high,4264,1,1,1,1,1.0
medmcqa_18633,medmcqa,high,4264,1,1,1,1,1.0
medqa_1101,medqa,high,4264,1,1,1,1,1.0
medqa_10914,medqa,high,4264,2,0,1,1,0.5
medmcqa_29732,medmcqa,high,4264,1,1,1,1,1.0
plaba_39057,plaba,high,4264,1,1,1,1,1.0
medqa_9661,medqa,high,4264,1,1,1,1,1.0
plaba_39091,plaba,high,4264,462,0,0,0,0.0021645021645021645
medqa_329,medqa,high,4264,1,1,1,1,1.0
medmcqa_11768,medmcqa,high,4264,1,1,1,1,1.0
medqa_2320,medqa,high,4264,1,1,1,1,1.0
medqa_3724,medqa,high,4264,1,1,1,1,1.0
mirage_36792,mirage,high,4264,1,1,1,1,1.0
mirage_37365,mirage,high,4264,1,1,1,1,1.0
medqa_4489,medqa,high,4264,1,1,1,1,1.0
medqa_10388,medqa,high,4264,1,1,1,1,1.0
mirage_35585,mirage,high,4264,1,1,1,1,1.0
medqa_5544,medqa,high,4264,67,0,0,0,0.014925373134328358
medqa_10898,medqa,high,4264,1,1,1,1,1.0
plaba_39247,plaba,high,4264,97,0,0,0,0.010309278350515464
medqa_687,medqa,high,4264,1,1,1,1,1.0
medqa_7404,medqa,high,4264,1,1,1,1,1.0
medmcqa_16514,medmcqa,high,4264,1,1,1,1,1.0
pubmedqa_40502,pubmedqa,high,4264,1,1,1,1,1.0
medqa_5141,medqa,high,4264,1,1,1,1,1.0
medqa_8443,medqa,high,4264,10,0,0,1,0.1
